72-el-Bosfor-kon-sus-pontes.jpeg,72-el-Bosfor-kon-sus-pontes.ogg,"El Bosfor kon sus pontes: no ay una vista paresida en el mundo."
93-este-anyo-sara-va-eskapar-la-universidad.jpeg,93-este-anyo-sara-va-eskapar-la-universidad.ogg,"Este anyo Sara va eskapar la universidad."
112.-a-sara-i-moshe-les-plaze-meldar.jpeg,112.-a-sara-i-moshe-les-plaze-meldar.ogg,"A Sara i Moshe les plaze meldar. Sus kaza es yena de livros."
14.-tengo-kalor.jpeg,3.14.-tengo-kalor.ogg,"Tengo kalor; esto sudando."
296-por-la-demanyana-del-16-de-febrero.jpeg,296-por-la-demanyana-del-16.ogg,"Por la demanyana del 16 Febrero vamos a tener a una valutoza profesora de Paris, Marie-Christine Varol ke mos"
117.-los-fin-de-semana-sara-i-moshe-se-van-a-djugar-tenis.jpeg,117.-los-fin-de-semana-sara-i-moshe-se-van-a-djugar-tenis.ogg,"Los fin de semana, Sara i Moshe djugan tenis."
97-eyos-keren-una-kaza-afuera-de-la-sivdad.jpeg,97-eyos-keren-una-kaza-afuera-de-la-sivdad.ogg,"Eyos keren una kaza afuera de la sivdad."
91-sara-i-moshe-estan-enamorados.jpeg,91-sara-i-moshe-estan-enamorados.ogg,"Sara i Moshe estan enamorados."
285-puede-ser-ke-va-ser-mijor-para-los-kavayos.jpeg,285-puede-ser-ke-va-ser.ogg,"Puede ser ke va ser mijor para los kavayos ama un otro simbolo de muestra chikez i manseves se esta desaparesiendo. Ke pekado!"
250-ayer-te-vide-en-la-meza.jpeg,250-ayer-te-vide.ogg,"Ayer te VIDE en la meza. KOMITES tres platos de arroz!"
74-kale-ver-Estambol-para-kreer.jpeg,74-kale-ver-Estambol-para-kreer.ogg,"Kale ver Estambol para kreer en su majiya."
144-moshe-i-sara-desidaron-de-yevar-sandviches.jpeg,144-moshe-i-sara-desidaron-de-yevar-sandviches.ogg,"Moshe i Sara desidaron de yevar sandviches i fruta a"
198-ayla-tiene-un-fostan-muevo-para-su-parti.jpeg,198-ayla-tiene-un-fostan-muevo-para-su-parti.ogg,"aula tiene un fostan muevo para su parti d de"
251-salamon-se-enviejesio.jpeg,251-Salamon-ya-se-enviejesio.ogg,"Salamon ya se ENVIEJESIO! Ayer no la KONOSIO a su"
152-kuando-los-ombres-eskaparon-de-djugar.jpeg,152-kuando-los-ombres-eskaparon-de-djugar.ogg,"Kuando los ombres eskaparon de djugar voleybol, odos entraron a la mar."
125.-moshe-i-sara-se-van-a-los-muzeos.jpeg,125.-moshe-i-sara-se-van-a-los-muzeos.ogg,"Moshe i Sara se van a los muzeos los Alhades."
31-ken-es-esta-amiga_.jpeg,31-ken-es-esta-amiga.ogg,"Ken esta amiga de Rashel? La konosko?"
45-en-avril-aze-muncha-luvya.jpeg,45-en-avril-aze-muncha-luvya.ogg,"En avril aze muncha luvya."
99-eyos-tienen-una-kaza-en-buyukada.jpeg,99-eyos-tienen-una-kaza-en-büyükada.ogg,"Eyos tienen una kaza en Bityiikada."
131-sara-dize-ke-la-meditasyom-le-toma-muncho-tiempo.jpeg,131-sara-dize-ke-la-meditasyom-le-toma-muncho-tiempo.ogg,"le toma muncho tiempo,"
53-estan-mirando-la-ora.jpeg,53-estan-mirando-la-ora.ogg,"Estan mirando la ora. Ya se izo midi."
108-oy-moshe-esta-gizando-rulikos.jpeg,108-oy-moshe-esta-gizando-rulikos.ogg,"Oy Moshe esta gizando rulikos de berendjena. Al lado va azer arroz kon tomat."
39-no-se-kome-pan.jpeg,39-no-se-kome-pan.ogg,"No se kome pan durante los ocho dias de Pesah."
279-komer-un-kivi-al-dia-es-muy-bueno.jpeg,279-komer-un-kivi-.ogg,"Komer un kivi al dia es muy bueno para la salud."
249-la-semana-pasada-resivi-un-regalo-muy-ermozo.jpeg,249-la-semana-pasada-resivi.ogg,"La semana pasada RESIVI un regalo muy ermozo de"
84-sara-i-moshe-estan-flortando.jpeg,84-sara-i-moshe-estan-flörtando.ogg,"Sara i Moshe estan flortando."
263-martes-la-noche-se-eskapo.jpeg,263-martes-la-noche-se-eskapo.ogg,"Martes la noché se ESKAPO el anyo 2019 i EMPESO el anyo 2020. Sali gecesi 2019 senesi bitti ve 2020 senesi basladi."
225-komo-todos-lavoran-muncho.jpeg,225-Komo-todos-lavoran.ogg,"Komo todos lavoran muncho, no se pueden ver muy al kuruto."
195-vos-auguramos-a-todos.jpeg,195-vos-auguramos-a-todos.ogg,"Vos auguramos a todos anyada buena i dulse kon salud buena i muncha felisidad."
79-un-haham.jpeg,79-un-haham.ogg,"Un haham es un ombre relijiozo judio."
193.-la-tradision-es-ke-el-balaby-de-kaza.jpeg,193.-la-tradision-es-ke-el-balaby-de-kaza.ogg,"La tradision es ke el balabay de kaza koma la kavesa del pishkado para ke reushka en todo lo ke aze."
69-vamos-a-komer-bever-i-bailar.jpeg,69-vamos-a-komer-bever-i-bailar.ogg,"Vamos a komer, bever i bailar asta la demanyana."
107-moshe-tiene-un-echo-yeno-de-stres.jpeg,107-moshe-tiene-un-echo-yeno-de-stres.ogg,"Moshe tiene un echo yeno de stres. Kuando entra al mupak, el stres se desaparese."
92-eyos-se-keren-kazar.jpeg,92-eyos-se-keren-kazar.ogg,"Eyos se keren kazar."
294-el-dia-16-de-febrero-vamos-a-selebrar.jpeg,294-el-dia-16-de-febrero.ogg,"El dia 16 de Febrero vamos a selebrar el 7en Dia Internasyonal del Judeo-Espanyol / Ladino de Estambol."
247-a-mi-no-me-plaze-suvir-eskaleras.jpeg,247-a-mi-no-me-plaze.ogg,"A mino me plaze suvir eskaleras. Ayer SUVI sinko eskaleras en la kaza de mi amiga."
111-despues-de-cenar-moshe-mira.jpeg,111-despues-de-cenar-moshe-mira.ogg,"Despues de senar, Moshe mira las nuvelas en la TV."
104-la-sola-koza-ke-no-les-plaze-son-los-moshkos.jpeg,104-la-sola-koza-ke-no-les-plaze-son-los-moshkos.ogg,"La sola koza ke no les plaze son los moshkos."
246-ayer-le-eskrivi-una-letra-a-mi-amiga.jpeg,246.-ayer-le-eskrivi.ogg,"Ayer le ESKRIVI una letra a mi amiga, Jane. Se lo EMBIYI por internet."
216.-la-natura-en-otonyo-es-muy-ermoza.jpeg,216-la-natura-en-otonyo.ogg,"yO es Muy ermoza."
199-ayla-esta-ayudando-a-su-madre.jpeg,199-ayla-esta-ayudando-a-su-madre.ogg,"Ayla esta ayudando a su madre a azer sandvichikos para sus amigas."
278-kon-el-invierno-empesan-tambien-las-gripes.jpeg,278-Kon-el-invierno-empesan.ogg,"Kon el invierno empesan tambien las gripes kon tos i kaynturas."
15-mi-ija-bive-en-paris.jpeg,3.15-mi-ija-bive-en-paris.ogg,"Mi ija bive en Paris."
146-sara-esta-aparejando-los-sandviches.jpeg,146-sara-esta-aparejando-los-sandviches.ogg,"Sara esta aparejando los sandviches en este momento: de kezo i de gayna."
21-los-amigos-van-a-vinir-esta-noche.jpeg,21-los-amigos-van-a-vinir-esta-noche.ogg,"Los amigos van a vinir esta noche. Ven i tu."
1.01.-me-esto-ambezando-el-judeo-espanyol.jpeg,1.01-me-esto-ambezando-el-Judeo-Espanyol.ogg,"Me esto ambezando el Judeo-Espanyol."
80-un-hazan.jpeg,80-un-hazan.ogg,"Un hazan es el ke kanta i dirije las orasiones."
277-kuando-esta-yelado-es-mijor-tomar-vitaminas.jpeg,277-kuando-esta-yelado.ogg,"Kuando esta yelado, es mijor tomar vitaminas para no azermos hazinos."
188-todos-los-ijikos-azen-una-sira.jpeg,188-todos-los-ijikos-azen-una-sira.ogg,"se azen una sira i entran a la"
13.-mi-vizina-esta-mirando-por-la-ventana.jpeg,2.13.-mi-vizina-esta-mirando-por-la-ventana.ogg,"Mi vizina esta mirando por la ventana."
129-sara-dize-ke-su-echo-es-yeno-de-stres.jpeg,129-sara-dize-ke-su-echo-es-yeno-de-stres.ogg,"10 de stres i ke eya no fuma"
114.-moshe-melda-livros-de-medisina-porke.jpeg,114.-moshe-melda-livros-de-medisina-porke.ogg,"Moshe melda livros de medisina porke no tiene muncho tiempo."
207-despues-ke-todos-se-van-ayla.jpeg,207-despues-ke-todos-se-van-ayla.ogg,"Despues ke todos se van, Ayla avre sus regalos."
105-a-sara-no-le-plaze-gizar.jpeg,105-a-sara-no-le-plaze-gizar.ogg,"A Sara no le plaze gizar. Siempre kema las komidas."
204-el-padre-de-ayla-esta-trayendo-el-gato-kon.jpeg,204-el-padre-de-ayla-esta-trayendo-el-gato-kon.ogg,"El padre de Ayla esta trayendo el gato kon las kandelas asendidas."
282-los-kavayos-de-Buyukada-eran.jpeg,282-los-kavayos-de-büyükada.ogg,"Los kavayos de Biiyiikada eran el simbolo de la isla. No aviya otomobiles i el ayre era muy limpio, sin polusion."
288-en-esta-sezon-munchas-personas-se-azen-hazinas.jpeg,288-en-esta-sezon.ogg,"En esta sezon munchas personas se azen hazinas kon grip. Si aze inyeve los mikropes se mueren."
158-para-diferensyar-entre-las-Saras.jpeg,158-para-diferensyar-entre-las-Saras.ogg,"rentre las dos Saras, la una se aa, i la otra, Sara la eeu"
23-kale-ke-eskape-mi-echo-en-primero.jpeg,23-kale-ke-eskape-mi-echo-en-primero.ogg,"Kale ke eskape mi echo en primero"
70-Estambul-es-mi-sivdad-preferida.jpeg,70-Estambul-es-mi-sivdad-preferida.ogg,"Estambol es mi sivdad preferida; es una sivdad majika."
197-la-madre-de-ayla-invito-a-todas-las-amigas.jpeg,197-la-madre-de-ayla-invito-a-todas-las-amigas.ogg,"La madre de Ayla invito a todas las amigas de la eskola de las 2 asta 6 de la tadre."
143-la-madre-de-moshe-les-trusho.jpeg,143-la-madre-de-moshe-les-trusho.ogg,"La madre de Moshe les trusho dolmas de pipirushkas."
67-los-ijos-se-van-a-vistir-kostumes.jpeg,67-los-ijos-se-van-a-vistir-kostumes.ogg,"Los ijos se van a vistir kostumes kon kravatas."
esperamos-tener-un-anyo-bueno.jpeg,265-esperamos-tener-un-anyo.ogg,"Esperamos tener un anyo bueno kon salud buena i muncha felisidad."
253-mi-madre-izo-sufganiyot.jpeg,253-mi-madre-izo.ogg,"Mi madre IZO sufganiyot para Hanuka."
87-a-sara-i-moshe-les-plaze-ir-al-sinema.jpeg,87-a-sara-i-moshe-les-plaze-ir-al-sinema.ogg,"A Sara i Moshe les plaze ir al sinema."
185-ayla-tiene-3-amigas-de-su-klasa.jpeg,185-ayla-tiene-3-amigas-de-su-klasa.ogg,"imi ]"
137-moshe-esta-muy-kontente-porke-el-hazino.jpeg,137-moshe-esta-muy-kontente-porke-el-hazino.ogg,"Moshe esta muy kontente porke el hazino es el tiyo de Sara."
11.-mi-ermano-esta-hazino.jpeg,2.11.-mi-ermano-esta-hazino.ogg,"Mi ermano esta hazino."
151-las-mujeres-estan-asentadas-en-el-cafe.jpeg,151-las-mujeres-estan-asentadas-en-el-cafe.ogg,"Las mujeres estan asentadas en el café beviendo limonta yelada."
192.-en-rosh-ashana-se-kome-de-todas.jpeg,192.-en-rosh-ashana-se-kome-de-todas.ogg,"En Rosh Ashana, se kome de todas las yervas ke mos da la tierra i siguro ke se kome pishkado i karne."
257-uvo-munchas-aktividades.jpeg,257-uvo-munchas-aktividades.ogg,"idades en la semana de Hanuka."
166-ay-restorantes-maraviyozos-en-cesme.jpeg,166-ay-restorantes-maraviyozos-en-çeşme.ogg,"Ay restorantes maraviyozos en Cesme i kada noche, los amigos se van a komer afuera."
201-el-padre-de-ayla-esta-unflando-balones.jpeg,201-el-padre-de-ayla-esta-unflando-balones.ogg,"Et pbnure de Ayla esta unflando balones i cu: su ermano los esta enkolgando."
264-uvo-munchos-problemes-en-el-mundo.jpeg,264-uvo-munchos-problemas.ogg,"UVO munchos problemes en el mundo en 2019."
8.-tengo-ser.jpeg,2.08.-tengo-ser.ogg,"Tengo ser; dame una kupa de agua por favor."
169.-Ayla-tiene-sesh-anyos.jpeg,169.-Ayla-tiene-sesh-anyos.ogg,"Ayla tiene sesh anyos. Eya es blonda kon ojos pretos. Le plaze vistirse fostanes de prensesa."
196-oy-es-el-aniversaryo-de-Ayla.jpeg,196-oy-es-el-aniversaryo-de-Ayla.ogg,"Oy es el aniversaryo de Ayla. Va tener 7 anyos."
280-kuando-era-chika-mos-ivamos.jpeg,280-kuando-era-chika.ogg,"Kuando era chika mos ivamos a Prinkipo (Buytikada) los enveranos."
100-la-kaza-es-chika-ma.jpeg,100-la-kaza-es-chika-ma.ogg,"La kaza es chika ma tiene una grande guerta."
96-sara-i-moshe-keren-merkar-una-kaza.jpeg,96-sara-i-moshe-keren-merkar-una-kaza.ogg,"Sara i Moshe keren merkar una kaza."
95-moshe-es-doktor-i-lavora-en-un-ospital.jpeg,95-moshe-es-doktor-i-lavora-en-un-ospital.ogg,"Moshe es doktor i lavora en un ospital."
86-sara-le-aze-un-kave.jpeg,86-sara-le-aze-un-kave.ogg,"Sara le aze un kave kuando Moshe viene."
147-sara-i-moshe-tomaron-las-chantas-se-suvieron.jpeg,147-sara-i-moshe-tomaron-las-chantas-se-suvieron.ogg,"Sara i Moshe tomaron las chantas, se suvieron al otomobil i se fueron a la mar."
1.03.-me-plaze-meldar.jpeg,1.03.-me-plaze-meldar.ogg,"Me plaze meldar."
29-Rashel-se-fue-a-Paris.jpeg,29-Rashel-se-fue-a-Paris.ogg,"Rashel se fue a Paris."
35-este-viernes-empesa-pesah.jpeg,35-este-viernes-empesa-pesah.ogg,"Este viernes empesa Pesah."
208-los-regalos-de-Ayla-estan-muy-ermozos.jpeg,208-los-regalos-de-Ayla-estan-muy-ermozos.ogg,"Los regalos de Ayla estan muy ermozos, livros, djuguetes i mizmo un set de makiyaj."
252-hanuka-alegre.jpeg,252-hanuka-alegre.ogg,"Hanuka alegre!"
138-la-mujer-del-hazino-le-trusho-a-moshe.jpeg,138-la-mujer-del-hazino-le-trusho-a-moshe.ogg,"La mujer del hazino le trusho a Moshe borekitas de berendjena ke izo eya."
304-los-aktores-de-la-piesa-muzikal.jpeg,304-los-aktores-de-la-piesa.ogg,"Los aktores de la piesa muzikal, REKUERDOS, son yene el grupo teatral del Dostluk ke se izieron Amigos Para Siempre."
10.-no-komas-muncho-pan.jpeg,2.10.-no-komas-muncho-pan.ogg,"No komas muncho pan!"
88-a-vezes-se-van-a-pasear-en-el-bodre-de-la-mar.jpeg,88-a-vezes-se-van-a-pasear-en-el-bodre-de-la-mar.ogg,"A vezes se van a pasear en el bodre de la mar."
203-ya-esta-4-i-media.-la-madre-de-ayla.jpeg,203-ya-esta-4-i-media.-la-madre-de-ayla.ogg,"Ya esta 4 i media. La madre de Ayla aparejo la mesa para las chikas i todas estan asentadas al rededor de"
77-una-kazamentera.jpeg,77-una-kazamentera.ogg,"Una kazamentera es una mujer ke aze kazamientos."
103-tambien-les-plaze-senar-en-la-guerta.jpeg,103-tambien-les-plaze-senar-en-la-guerta.ogg,"Tambien les plaze senar en la guerta."
55-los-chikos-tienen-ambre-i-vienen-korriendo.jpeg,55-los-chikos-tienen-ambre-i-vienen-korriendo.ogg,"Los chikos tienen ambre i vienen korriendo."
175.-el-ermano-de-ayla-se-yama-selim.jpeg,175.-el-ermano-de-ayla-se-yama-selim.ogg,"El ermano de Ayla se yama Selim. El tiene mueve anyos."
120.-a-sara-le-plaze-irse-a-bares-de-djaz.jpeg,120.-a-sara-le-plaze-irse-a-bares-de-djaz.ogg,"A Sara le plaze irse a bares de djaz porke le plaze muzika djaz."
210-ya-estamos-en-Noviembre.jpeg,210-ya-estamos-en-Noviembre.ogg,"Ya estamos en Noviembre. Es puro otonyo. Los tiempos ya arefreskaron."
75-el-muevo-livro-de-Izzet.jpeg,75-el-muevo-livro-de-Izzet.ogg,"El muevo livro del fotografo Izzet Keribar esta yeno de fotos Estambol."
40-las-komidas-ke-me-plazen.jpeg,40-las-komidas-ke-me-plazen.ogg,"Las komidas ke me plazen lo mas en Pesah son las koftikas de prasa i el gat6 de Pesah."
63-amanyana-la-noche-tenemos-parti.jpeg,63-amanyana-la-noche-tenemos-parti.ogg,"Amanyana la noche tenemos parti."
141-moshe-i-sara-se-estan-aparejando-para-ir-.jpeg,141-moshe-i-sara-se-estan-aparejando-para-ir-.ogg,"Moshe i Sara se estan aparejando para ir a la plaj."
293-kale-protejarmos-kontra-los-mikropes.jpeg,293-kale-protejarmos-kontra.ogg,"Kale protejarmos kontra los mikropes en esta sezon en tomando munchos vitamines i abrigandomos bueno kuando salimos a la kaye."
43-los-arvoles-ya-empesaron-de-inchirsen-de-ojas-vedres.jpeg,43-los-arvoles-ya-empesaron-de-inchirsen-de-ojas-vedres.ogg,"Los arvoles ya empesaron a inchirsen de ojas vedres."
109-sara-esta-aparejando-la-meza.jpeg,109-sara-esta-aparejando-la-meza.ogg,"Sara esta aparejando la meza. Kuando Sara apareja la meza, siempre mete rozas i mantel de dantela."
115.-viernes-la-tadre-sara-i-moshe-se-van-a-komer.jpeg,115.-viernes-la-tadre-sara-i-moshe-se-van-a-komer.ogg,"Viernes la tadre, Sara i Moshe se van a komer kon la famiya."
272-no-ay-una-koza-mas-romantika.jpeg,272-no-ay-una-koza.ogg,"No ay una koza mas romantika ke la chimeneya asendida, la golor de un kafe fresko i la inieve palenee todo blanko”"
209-a-las-siete-va-empesar-la-sigunda-parte.jpeg,209-a-las-siete-va-empesar-la-sigunda-parte.ogg,"A las siete va empesar la sigunda parte del aniversaryo de Ayla."
49-los-chikos-estan-en-el-parko.jpeg,49-los-chikos-estan-en-el-parko.ogg,"Los chikos estan en el parko."
283-uvo-problemes-kon-los-kavayos.jpeg,283-uvo-problemes-kon-.ogg,"Uvo problemes kon los kavayos desde ke empesaron a vinir munchos turistos a la isla. Para ganar munchas paras, los arabadjis estavan kansando a los animales demaziya."
142-la-madre-de-sara-les-trusho-albondigas.jpeg,142-la-madre-de-sara-les-trusho-albondigas.ogg,"La madre de Sara les trusho albondigas de prasa i almodrote de kalavasa."
194.-antes-a-los-chikos-se-regalava.jpeg,194.-antes-a-los-chikos-se-regalava.ogg,"Antes, a los chikos se regalava vistidos muevas para el muevo anyo. Agora esto ya no es mas uzo."
145-las-komidas-de-las-madre-se-las-van-a.jpeg,145-las-komidas-de-las-madre-se-las-van-a.ogg,"Las komidas de las madres se las van a komer entre semana kuando vienen del echo."
177.-Selim-tiene-munchos-hobis.jpeg,177.-Selim-tiene-munchos-hobis.ogg,"Selim tiene munchos hobis. El mas importante es el futbol."
47-kuando-el-sol-briya-todos-estan-felizes.jpeg,47-kuando-el-sol-briya-todos-estan-felizes.ogg,"Kuando el sol briya, todos estan felizes."
274-kuando-esta-yelado-es-mijor.jpeg,274-kuando-esta-yelado.ogg,"Kuando esta yelado, es mijor vistirse unas kuantas kozas ke vistirse pokas i yelarse."
150-los-ombres-estan-djugando-voleybol-de-plaj.jpeg,150-los-ombres-estan-djugando-voleybol-de-plaj.ogg,"Los ombres estan djugando voleybol de plaj."
1.02.-yo-me-alevanto-a-las-siete.jpeg,1.02-yo-me-alevanto-a-las-siete-kada-dia.ogg,"Yo me alevanto a las siete kada dia."
24-despues-devo-de-ir-al-charshi.jpeg,24-despues-devo-de-ir-al-charshi.ogg,"Despues devo de ir al charshi."
154-los-amigos-de-moshe-son-rezin-kazados.jpeg,154-los-amigos-de-moshe-son-rezin-kazados.ogg,"Los amigos de Moshe son rezin kazados."
12.-mi-mujer-esta-prenyada.jpeg,2.12.-mi-mujer-esta-prenyada.ogg,"Mi mujer esta prenyada."
78-una-ichizera.jpeg,78-una-ichizera.ogg,"Una ichizera es una mujer ke aze ichizos."
30-su-amiga-intima-bive-en-paris.jpeg,30-su-amiga-intima-bive-en-paris.ogg,"Su amiga intima bive en Paris."
127-moshe-dize-a-sara-ke-no-es-bueno.jpeg,127-moshe-dize-a-sara-ke-no-es-bueno.ogg,"bueno bever tantos"
126-sara-beve-8-kaves-al-dia.jpeg,126-sara-beve-8-kaves-al-dia.ogg,"dia, lo mas kafe turko."
89-la-madre-de-sara-esta-aparejando-el-ashugar.jpeg,89-la-madre-de-sara-esta-aparejando-el-ashugar.ogg,"La madre de Sara le esta aparejando el ashugar."
66-las-ijas-se-van-a-vistir-fostanes-largos.jpeg,66-las-ijas-se-van-a-vistir-fostanes-largos.ogg,"Las ijas se van a vistir fostanes largos."
301-si-vos-plaze-teatros-vini-el-16-de-febrero.jpeg,301-si-vos-plaze-teatros.ogg,"Si vos plaze teatros, vini el 16 de Febrero para ver la piesa muzikal, REKUERDOS. Vos va plazer pancho."
238-a-mi-me-plaze-muncho.jpeg,238-a-mi-me-plaze-muncho.ogg,"tho meldar i meldo muncho en enverano e. El enverano pasado MELDI 20 livros!"
37-tenemos-20-personas-a-komer.jpeg,37-tenemos-20-personas-a-komer.ogg,"Tenemos 20 personas a komer para la noche de Pesah."
22.-no-puedo-vinir-esta-noche.jpeg,22.-no-puedo-vinir-esta-noche.ogg,"No puedo vinir esta noche."
106-moshe-giza-muy-bueno.jpeg,106-moshe-giza-muy-bueno.ogg,"Moshe giza muy bueno. Le plaze echos de mupak."
139-moshe-se-yevo-las-borekas-a-kaza.jpeg,139-moshe-se-yevo-las-borekas-a-kaza.ogg,"Moshe se yevo las borekas a kaza i le dio el buen haber a Sara."
90-el-padre-de-sara-esta-aparejando-la-dota.jpeg,90-el-padre-de-sara-esta-aparejando-la-dota.ogg,"El padre de Sara esta aparejando la dota."
1.05.-yo-tengo-dos-kreaturas.jpeg,1.05.-yo-tengo-dos-kreaturas.ogg,"Yo tengo dos kreaturas; una ija i un ijo."
136-moshe-esta-avlando-kon-la-famiya.jpeg,136-moshe-esta-avlando-kon-la-famiya.ogg,"Moshe esta avlando kon la famiya i les esta dando la resefta de kuras ke el hazino deve de tomar."
190.-el-muevo-anyo-de-los-djudios.jpeg,190.-el-muevo-anyo-de-los-djudios.ogg,"El muevo anyo de los djudyos siempre kaye en el mez de Septiembre. Se yama Rosh Ashana."
275-los-ke-salen-muy-temprano-por-la-manyana.jpeg,275-los-ke-salen-muy-temprano.ogg,"Los ke salen muy temprano por la manyana se visten chapeos i kashkoles."
26-bueno-vienes-otra-noche-a-tomar-kafe.jpeg,26-bueno-vienes-otra-noche-a-tomar-kafe.ogg,"Bueno, vienes otra noche a tomar kafe."
9.-el-telefon-esta-sonando.jpeg,2.09.-el-telefon-esta-sonando.ogg,"El telefon esta sonando."
171-ayla-se-kere-ambezar-a-meldar.jpeg,171-ayla-se-kere-ambezar-a-meldar.ogg,"‘a meldar presto porke le plaze"
81-una-rubisa.jpeg,81-una-rubisa.ogg,"Una rubisa es la mujer del haham."
134-toda-la-famiya-del-hazino-vinieron.jpeg,134-toda-la-famiya-del-hazino-vinieron.ogg,"Toda la famiya del hazino vinieron para yevarlo a kaza."
